Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Penthouse,Clubhouse,High Ceiling,Stove,Parking,Fridge,Sauna,Jacuzzi,Sea View,Tennis Court,Oven,Dining Room Furniture,Security,Games Room,Dishwasher,Aircon,Closet,Maid Room,Sofa,Bed,Swimming Pool,Dryer,Playground,High Floor,Washer,Bathtub,Gym,BBQ","4,090 sqft (built up)","The Bayshore is an international award-winning luxury residential condominium located along the up-market eastern sea-coast of Singapore. 

It offers a modern and luxurious living with full facilities set in a tropical resort with lush tropical greenery. 

The apartments have either superb sea-facing views or pool/city view that will literally take your breath away.

The Bayshore offers a wide range of recreational facilities. Along with a main pool, there are two children’s fun & play pool, a Jacuzzi pool, 4 tennis courts amidst a lush tropical landscaping designed by the world famous landscape designer, Belt Collins. 

Other facilities include 8 BBQ pits, a 6-bay driving range, a 4-hole putting green, 2 children’s playgrounds, 2 fitness corners, a fully air-conditioned two storey clubhouse, a multi-purpose hall, karaoke room, games room, fully equipped gym room, lounge, aerobics room, saunas & reading room.


List of projects:

Waterbank at Dakota
Waterbank Dakota
Water Bank
Dakota Residences
Dakota Residence
Lotus at Paya Lebar
Lotus Paya Lebar
Katong Regency
Sims Residences
Sims Residence
Sunnyspring
Sunny Spring
38 Suites
The Waterina
Waterina
Esta Ruby
Aston Mansion
Bella Casita

D weave
Dweave
Suites Guillemmard
Butterworth
Butterworth View
Butterworth 8
Grandlink Square
City Plaza
Imperial Heights
Imperial Height
Versailles
Millage
Onan Suites
Paya Lebar Residences
Paya Lebar Residence
Versilia on Haig
Sims Urban Oasis
Sims Urban
Sims Oasis
Suo
Tre Residences
Tre Residence
Central Grove
Sims Edge
Central Heights
Smart Suites
Atrium
Guillemard Edge
Waterina
Park Place Residences
Park Place Residence
Paya Lebar Quarter
PLQ
Amber Residences
Amber Residence
Amber Glades
Amber Glade
The Cape
The Esta
Sea View
Shore Residences
Shore Residence
Silversea
Silver Sea
One Amber
1 Amber
Amber Skye
Cote D&#39;azur
Cote Dazur
Cote d azur
Amber point
Marine Blue
Haig
Haig 162
Haig Court
Coralis
Parc Seabreeze
Parc Sea breeze
Katong Park:
 Fulcrum
Makena
The seafront on meyer
seafront on meyer
Casa meyfort
8m residences
8m residence
Meyer Place
The Line @Tanjong Rhu
The Line at Tanjong Rhu
Line @Tanjong Rhu
Line at Tanjong Rhu
The Line Tanjong Rhu
The Line
Arthur Mansions
Arthur Mansion
The Atria at Meyer
Atria at Meyer
The Sovereign
Sovereign
One Fort
The Meyerise
Meyerise
Aalto
Waterside
Belvedere
Arthur 118
Katong Park Towers
Katong Park Tower
Meier Suites
Palazzetto
De Centurion
Meyer Residences
Meyer Residence
Hawaii Tower
La Ville
Emerald East
Nanak Mansion",D16,All races welcome,East,,Fully Furnished,,24 months,The Bayshore,4 Baths,5 Beds,Allowed,S$3.55 psf,"S$14,500/mo",https://www.99.co/singapore/rent/property/the-bayshore-condo-UbfYfeFhyznXhPzgzhagpP
"Clubhouse,Stove,Parking,Fridge,Sauna,Dryer,Steam Room,Oven,High Floor,Security,Balcony,City View,Aircon,Closet,Swimming Pool,Wading Pool,Jacuzzi,Playground,Dining Room Furniture,Washer,Lap Pool,BBQ","2,067 sqft (built up)","Excellent prime location, 5 mins walk to Orchard Mrt, Ion Orchard and ISS INT Sch
Available to move in 1st July 2018

Located within SG's finest districts in District 10, Skyline@Orchard Boulevard is just walking distance to Orchard Road, the most famous shopping district in Singapore and Orchard MRT. Since it's near Orchard Road, Skyline@Orchard Boulevard has become one of the most  sought after residences in Singapore as it provides convenience to its residents such as shopping malls ie. ION Orchard, restaurants, cinemas and entertainment. It is also ideal for families with children who are schooling as there are many schools nearby to choose from ie. ISS International School, and ETON House Preschool.

Please call Ethan 8100 5555 for viewing",D09,All races welcome,,,Partially Furnished,,Flexible,Skyline @ Orchard Boulevard,4 Baths,4 Beds,Allowed,S$5.71 psf,"S$11,800/mo",https://www.99.co/singapore/rent/property/skyline-orchard-boulevard-condo-jm5ZsMeHNGapAt3n9Xk8tB
"Loft,High Ceiling,Stove,Fridge,Dryer,Oven,Dining Room Furniture,Balcony,City View,Aircon,Closet,TV,Sofa,Bed,Jacuzzi,High Floor,Washer,Fibre Ready,Lap Pool,Gym",668 sqft (built up),"- New beautiful modern and chic apartment ! 

- Premium appliances and fittings ! 

- Spacious + high ceiling, ceiling height of 3.35m !

- High floor, unblocked, bright + breezy


- Recreational facilities :
  50-metre lap pool
  Jacuzzi
  Avant-garde dining terraces
  Private party deck on level 25
  Exclusive concierge services
  Housekeeping and laundry assistance 
  Broadband connectivity
  Wi-fi enabled meeting pods 
  Fitness and sun decks

- Located amidst the serenity of Cairnhill Road and Anthony Road 

- Adjacent to Newton MRT and famous Newton Food Centre 

- Near several supermarkets like NTUC Fairprice, Cold Storage, and premier shopping district of Orchard Road 



For viewing, pls call 

9121 9898 Julian, ERA 

Owners selling/renting welcome",,All races welcome,North,,Fully Furnished,,Flexible,The Scotts Tower,1 Bath,1 Bed,Allowed,S$7.19 psf,"S$4,800/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-eWorZ35D2t2ncigGxjH4JG
"Clubhouse,Stove,Fridge,Sauna,Squash Court,Tennis Court,Oven,Parking,Balcony,Aircon,Bed,Swimming Pool,Wading Pool,Playground,Security,Bathtub,Gym,BBQ",775 sqft (built up),"Spacious 1 Bedroom unit.
Size: 775 Sqft.
Partially furnished.
Mid floor.
Spacious Living & Dining Room.
Well maintained.
Bright and breezy.
Quiet and no noon sun.
Walking distance to Cold storage, Great World City. Close to Orchard Road.
Please call Mely : 9127 5029",D10,,,,,,Flexible,Valley Park,1 Bath,Studio,,S$3.48 psf,"S$2,700/mo",https://www.99.co/singapore/rent/property/valley-park-condo-iPEgXV7hHio2sp8xNdydYD
"Aircon,Gym,Fridge,Low Floor,Swimming Pool,Wading Pool,Jacuzzi,Playground,Parking,Washer,Security",890 sqft (built up),"2 + Utility * Partial Furnished. 
- Available 31 Mar b 2019
- Walking Distance to amenities

For viewing appt, pls call/WhatsApp, Anthony Yeo * 9027 4400
",D15,All races welcome,,,Partially Furnished,,Flexible,The Sound,1 Bath,2 Beds,,S$4.04 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/the-sound-condo-raEaBCCA3dYjmkzQ8QUUhi
"Aircon,High Ceiling,Fridge,Swimming Pool,Parking,Washer,Security,BBQ","2,013 sqft (built up)","4 bedrooms   * Partial Furnished. 
- Available 01 March 2019
- Near Novena MRT

For viewing appt, pls call/whatsapp, Anthony Yeo * 9027 4400",D11,All races welcome,,,Partially Furnished,,Flexible,Chancery Grove,4 Baths,4 Beds,,S$3.33 psf,"S$6,700/mo",https://www.99.co/singapore/rent/property/chancery-lane-landed-8VseDArAfK3x8dJD2AaRSS
"Aircon,Maid Room,Gym,Fridge,Utility Room,Jacuzzi,Fitness Corner,Parking,Washer,Lap Pool,Security","3,477 sqft (built up)","Brand New Townhouse
4 bedrooms + U * Partial Furnished. 
- Available Immediate

For viewing appt, pls sms/whatsapp, Anthony Yeo * 9027 4400
**For more Sales / Rental Listings : https://goo.gl/Ml2tiK

Located in the tranquil West Coast residential estate, SeaHill at West Coast Crescent sits just between the scenic shoreline of West Coast Park and the lush greenery of Clementi Woods Park. With its close proximity to nature, enjoy seafront living and the restfulness of a retreat.

The nearest MRT stations to SeaHill are Clementi and Haw Par Villa, but in reality neither are in realistic walking distance. There is talk about extending the Jurong Region MRT line via a West Coast Extension in just this area however, so if that does go ahead, it would very much benefit future residents of SeaHill. There are bus routes that serve the area, with bus175 and 176 stopping outside the side entrance into SeaHill. A free shuttle bus runs from the SeaHill development to both Haw Par Villa and Clementi MRT stations.",D05,All races welcome,,,Partially Furnished,,Flexible,Seahill,5 Baths,4 Beds,,S$2.73 psf,"S$9,500/mo",https://www.99.co/singapore/rent/property/seahill-condo-fTmnzmnCxPUScBQEDGzmxe
"Penthouse,Clubhouse,Renovated,Roof Terrace,Jacuzzi,Gym,Pool Deck,Fridge,Walk In Closet,Aircon,Wading Pool,Dryer,Steam Room,Playground,Oven,Parking,Washer,Hydrotherapy Pool,Lap Pool,Security,Balcony","3,972 sqft (built up)","** Magnificent PentHouse with 5 Luxurious bedrooms (3 En~Suites) + Family Area & Utility Room + Asian & Western Fusion Kitchen 

**Panoramic Overview of Marina Bay, Marina Bay Sands, Singapore Flyer, Sea, Sentosa & City plus yearly F1 race! 

** Sophisticated Chic Interior ** Private Lap Pool & Mezzanine Terrace Garden entitles you to Distinguished lifestyle or to entertain Guests in comfort 

** Prestigious Location in the middle of Financial District 

** Minutes to Recreational, Retail, Amenities, Int'l Airport etc 

Viewing Request Please Contact +65 8273-0380 (Danny Lim) 

Investors &/or Owners keen to Lease or sell or purchase more investments properties please do feel free to contact me @ +65 8273-0380 on a non-obligatory discussions or meet-up",D01,All races welcome,,52,Partially Furnished,Yes,Flexible,Marina Bay Residences,4 Baths,4 Beds,Allowed,S$7.30 psf,"S$29,000/mo",https://www.99.co/singapore/rent/property/marina-bay-residences-condo-Nfsy3BZNcxvBjc5i9xXKJE
"Aircon,Gym,Fridge,Low Floor,Swimming Pool,Utility Room,Jacuzzi,Playground,Parking,Washer,Wading Pool,Security",S$4.01 psf,"3 + Utility * Partial Furnished. 
- Available 01 Mar 2019
- Walking Distance to amenities

For viewing appt, pls call/WhatsApp, Anthony Yeo * 9027 4400
",D15,All races welcome,,,Partially Furnished,,Flexible,The Sound,"1,085 sqft (built up)",3 Beds,,,"S$4,350/mo",https://www.99.co/singapore/rent/property/the-sound-condo-HaEncbDwQDg6ZsSSNWDJgk
"Retail Shops,Aircon,Closet,Parking,Sofa,Duplex / Maisonette,Fridge,Bed,Balcony","1,679 sqft (built up)","+++ FOR WALK-UP APARTMENT LOVERS +++
+ Renovated a year ago, as good as new
+ 3 bed, 2 bath penthouse
+ Bright, airy unit
+ Amenities at Kovan, great connectivity, many eateries
+ Conveniently located along purple line
+ Keys on hand

For viewing, please contact Phyllis @ 93380079",D19,,,,Partially Furnished,Yes,24 months,Simon Plaza,2 Baths,3 Beds,,S$2.08 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/simon-plaza-condo-FMWXUShBkLyTuQRxSncmoX
"Clubhouse,Bomb Shelter,Aircon,Maid Room,Gym,Fridge,Sauna,Swimming Pool,Jacuzzi,Playground,Parking,Security,Fibre Ready,BBQ,Tennis Court","1,507 sqft (built up)","3 Bedrooms + Maids room + Bomb shelter.
Size: 1,507 Sqft.
Partially furnished.
Renovated.
Pool facing.
No afternoon sun.
Close to :
*Singapore Chinese Girls School.
*Catholic Junior College.
*Raffles Girl Primary School.
Good investment with high rental yield.
Please call Mely : 9127 5029",D10,,,,,,Flexible,The Equatorial,3 Baths,3 Beds,,S$3.19 psf,"S$4,800/mo",https://www.99.co/singapore/rent/property/the-equatorial-condo-L7MSxNUFdZ8tHiw9g2zY6n
"Clubhouse,Basketball Court,Aircon,Gym,Fridge,Swimming Pool,Utility Room,Tennis Court,Parking,High Floor,Washer,Wading Pool,Lap Pool,Security,BBQ","1,500 sqft (built up)","3 + Utility  *  Partial Furnished  *  Available 30 Jan 2019
>> near Tanjong Pagar MRT

For viewing appt, pls sms/whatsapp, Anthony Yeo * 9027 4400
**For more Sales / Rental Listings : https://goo.gl/Ml2tiK",D02,All races welcome,,,Partially Furnished,,Flexible,Altez,3 Baths,3 Beds,,S$6.00 psf,"S$9,000/mo",https://www.99.co/singapore/rent/property/altez-condo-VBW6wBvvxLRC7UUQbPcx3X
"Penthouse,City View,Security,Closet,Aircon,Sofa,Oven,Fridge,Bed,Swimming Pool,Wading Pool,Audio System,Parking,Dining Room Furniture,Washer,Gym,Balcony","1,689 sqft (built up)","*** New Listing for Rent ***

- Penthouse unit with lots of family space to use

- Fully/ Partial Furnish can be discuss

- 2 en suites bedroom

- Big Living, Dining & Kicthen area

- Ready to move immediately

- Viewing time flexible

- Mins away from 24hrs Fairprice, coffeeshop, restuarants, Somerset MRT and etc

- Call Adrian +65 8612 0929 for more information or viewing",D09,All races welcome,,,,Yes,12 months,Claremont,2 Baths,2 Beds,,S$2.84 psf,"S$4,800/mo",https://www.99.co/singapore/rent/property/claremont-condo-asTFiGT5K3PJqq9cLAUewj
"Penthouse,Clubhouse,Stove,Fridge,Dryer,Steam Room,Parking,Security,Balcony,Bomb Shelter,Pool View,Aircon,Closet,Swimming Pool,Wading Pool,Jacuzzi,Playground,Fitness Corner,Washer,Bathtub,Lap Pool,Gym,BBQ","2,982 sqft (built up)","THE BEVERLY Condominium For RENT LEASE

*Register For Viewing Now*
*For More Information*
*Call SMS WhatsApp +65 97407938*

District 21, Freehold, Beauty World MRT, 5 Sty, 118 Units

3 Bedroom Penthouse, 2982 sqft, Private Garden Roof Terrace, Private Pool

For Viewing, Call SMS WhatsApp +65 97407938, www.DennisLeong.com

微信 DennisLeong97407938

*Product availability and information are subject to change without prior notice*

#TheBeverly #District21 #BeautyWorldMRT #TohTuckRoad #BeautyWorld #BukitTimah #JalanJurongKechil #TohYi #EngKong #PeiHwa #BukitTimahNatureReserve #SIM #NgeeAnnPolytechnic #GermanEuropeanSchoolSingapore #DulwichCollegeSingapore #BukitBatok

OWNER Selling Leasing, BUYER Buying, TENANT renting, Call SMS WhatsApp +65 97407938, www.DennisLeong.com",D21,,,,Partially Furnished,Yes,Flexible,The Beverly,3 Baths,3 Beds,,S$1.84 psf,"S$5,500/mo",https://www.99.co/singapore/rent/property/the-beverly-condo-R6wRyfR2PW7fMJUFQ4rUEG
"Clubhouse,Function Room,Gym,Fridge,Spa Pavilion,Jacuzzi,Waterfall,Steam Room,Tennis Court,Mid Floor,Security,Balcony,Yoga Corner,Aircon,Hammocks,Bed,Hydrotherapy Pool,Playground,Fitness Corner,Washer,Lap Pool,BBQ",785 sqft (built up),"Palm Isles
Completed in 2015

2 bedders 2 baths
785sf
Fully Furnished
High Floor rare unit with unblocked view
Beautiful ambient dimmable LED lights with false ceiling.

Asking rental $2280 nego


Call Andy Lim @ 8322 6721 for an exclusive viewing now!

A number of schools nearby, including The Japanese School, East Spring Primary School, Ngee Ann Secondary School and White Sands Primary School.

Minutes drive to Changi Business Park and Singapore Expo and Singapore University of Technology and Design. 

Close proximity to IKEA Tampines, Giant Hypermarket and Courts Megastore.

Easy Accessibility via Pan Island Expressway (PIE), East Coast Parkway (ECP), Tampines Expressway (TPE) and Kallang Paya Lebar Expressway (KPE) .",D17,All races welcome,North South,,Fully Furnished,Yes,Flexible,Palm Isles,2 Baths,2 Beds,Allowed,S$2.90 psf,"S$2,280/mo",https://www.99.co/singapore/rent/property/palm-isles-condo-zxprvWG2WpEAVhEVjHh6Mh
"Clubhouse,Games Room,Security,Gym,City View,Fridge,Dryer,Steam Room,Tennis Court,Oven,Parking,Karaoke,Balcony,Fun Pool,Bomb Shelter,Aircon,Maid Room,Greenery View,Wading Pool,Swimming Pool,Utility Room,Jacuzzi,Playground,Fitness Corner,High Floor,Washer,Fibre Ready,BBQ","1,303 sqft (built up)","
**** Quiet Facing ******
**** Available 1st Dec onwards *****

Type: Condo
Address: 21 - 33 WEST COAST RISE
District: 05 (Buona Vista, West Coast)
Tenure: 999-year Leasehold
Address: 21 - 33 WEST COAST RISE
Developer: CITY DEVELOPMENTS LIMITED
Estimated TOP: 2006
No. of Units: 280
Reviews: 0
Units for Rent:  1
Units for Sale:  8

Monterey Park is a high-rise 999-year condominium situated at West Coast Rise, near to West Coast Highway and West Coast Road. At Monterey Park Condominium, you can indulge in an exclusive lifestyle that’s purely inspired by the West Coast, California. The various amenities within the immediate vicinity add life and colour. Feel completely recharged to take on the day’s challenges, an idyllic setting for the perfect family life.

Experience the best of West Coast luxury when you come home to Monterey Park Condominium. Full height glass windows in the living room and master bedroom offer spectacular views of the pools, lush landscape gardens and beyond.s

The clean, uncluttered lines of the building aesthetics evoke a feeling of understated sophistication, which is harmoniously complemented by the choice of materials and finishes for the interior. Indulge in a private world of luxury and comfort.

The West Coast living is fully complemented with strategic links to major transport networks. With the Ayer Rajah Expressway (AYE) just barely minutes away, heading downtown is a breeze. For a quick shopping or grocery trip, the Ginza Shopping Centre, Clementi Town Centre and neightbourhood malls are all within the immediate vicinity.

Some of the best schools and educational institutions, both local and international, are just around the corner too. Monterey Park Condominium is truly a prefect home in the perfect location.",,All races welcome,North,,Partially Furnished,,Flexible,Monterey Park Condominium,3 Baths,3 Beds,,S$2.76 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/monterey-park-condominium-condo-ifa6bJQaPArxXrLFjSSh7g
"Clubhouse,Aircon,Stove,Fridge,Jacuzzi,Dryer,Tennis Court,Oven,Washer,Bathtub,Gym,BBQ,Balcony","2,820 sqft (built up)","NOUVEL 18, Condominium For RENT LEASE

*Register For Viewing Now*
*For More Information*
*Call SMS WhatsApp +65 97407938*

District 10, Anderson Road, 36 Storey, 156 Units

Units Available For Your Reference
1,539 sqft, 2 Bedroom + S
1,765 sqft, 3 Bedroom + S
2,476 sqft, 4 Bedroom + S
2,820 sqft, 4 Bedroom + S
3,003 sqft, 4 Bedroom + S
6,125 sqft, 4 Bedroom Penthouse

For Viewing, Call SMS WhatsApp +65 97407938, www.DennisLeong.com

微信 DennisLeong97407938

*Product availability and information are subject to change without prior notice*

#Nouvel18 #District10 #AndersonRoad #ArdmorePark #Tanglin #OrchardRoad #Claymore

NOUVEL 18 Condominium For RENT, For Viewing, Call SMS WhatsApp +65 9740 7938 www.DennisLeong.com

OWNER Selling Leasing, BUYER Buying, TENANT renting, Call SMS WhatsApp +65 97407938, www.DennisLeong.com",D10,,,,Partially Furnished,,Flexible,Nouvel 18,3 Baths,4 Beds,,S$4.96 psf,"S$14,000/mo",https://www.99.co/singapore/rent/property/nouvel-18-condo-Vm4ZrLwK4PFyjV6ftmiCwe
