Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Security,Closet,Aircon,Stove,Fridge,Jacuzzi,Swimming Pool,Wading Pool,Dryer,Playground,Oven,Parking,Washer,Fibre Ready,Lap Pool,Gym,Balcony",635 sqft (built up),"The Cape (25 Amber Road)Location:
Parkway Parade Shopping Centre
i12Katong Shopping Centre
East Coast Park
ECP Expressway
NTUC / Giant
Good Food at East Coast Road / Marine Parade Central

Schools:
Tao Nan School
CHIJ Katong
Duman High School
Victorial School / Victoria Junior College
Temasek Junior College
Tanjong Katong Primary School 
Tanjong Katong Girl's School

Facilities
2ND STOREY SKY TERRACE
•	Water Feature and Landscape Garden
•	30m Lap Pool
•	Jacuzzi
•	Children's Pool
•	Seating Pavilion
•	Gynasium
•	Children's Play Area
•	
14TH STOREY SKY TERRACE
•	Water Feature and Landscape Garden
•	Water Spout
•	Rain Fountain
•	Reflective Pool
•	Sky Pool
•	Cabana
•	Sun Lounge Beds
•	Dining Pavilion
•	Seating Pavilion
•	Outdoor Fitness Deck


Viewing Call Vincent 93799993 Now!",D15,All races welcome,,,Partially Furnished,,Flexible,The Cape,1 Bath,1 Bed,Allowed,S$4.72 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/the-cape-condo-R6JPhXc2GkLmkvKDhoN8zf
"Gym,Fridge,Sauna,Dryer,Tennis Court,Parking,Security,Basketball Court,Aircon,Swimming Pool,Utility Room,Jacuzzi,Playground,Fitness Corner,Washer,Fibre Ready,BBQ","1,647 sqft (built up)","Orchard Scotts (3 Anthony Road)

Orchard Scotts is a premier development located amidst the serenity of Cairnhill Road and Anthony Road, next to Newton MRT. The development is only a ten-minute stroll from the bustling shopping paradise of Orchard Road. Its arresting modernistic design is the brainchild of Arquitectonica, the world-renowned firm responsible for urban architectural legends such as The Westin New York at Times Square.

Designed with the discerning elite in mind, the Orchard Scotts' lifestyle epitomizes luxury and elegance. Our sprawling landscape spans some 2.5 hectares, allowing you the experience of vast, unadulterated space, where urbanite sensibilities co-exist in harmony with nature.

Facilities
60m lap Pool
6000 sqft children's play club
Pool occupying 1500 sqm
Outdoor jacuzzi
Indoor furo bath
Male and female changing rooms
Spa pavilions
Two tennis courts
Full-sized basketball court
Gymnasium and fitness corner
Outdoor giant chess set
Outdoor dining and BBQ pavilion
Wine and cigar room
Function/dining rooms with Western & Chinese Kitchen facilities

Amenities
Near Tanglin Club
Near The American Club
Next to Newton MRT Station
Near Newton Food Centre
Close to Orchard Road

1) Mins walk to Newton MRT and Newton Food Centre
2) Mins drive to Orchard Road
3) Shuttle bus service Mon - Fri
7.30am and 8.15am
Orchard Scotts->Orchard MRT->Atrium-Suntec->Market Street->Central SOHO->Orchard Scotts
Shuttle bus service Saturday
11am, 1pm and 3pm
Orchard Scotts->Orchard MRT->Atrium-Suntec->
Market Street->Central SOHO->Novena

Multiple units available
Call Vincent 93799993 Now to View",D09,All races welcome,,13,Partially Furnished,Yes,24 months,Orchard Scotts,3 Baths,3 Beds,Allowed,S$5.04 psf,"S$8,300/mo",https://www.99.co/singapore/rent/property/orchard-scotts-condo-xVecNWPEyZCJYzh8WnQoRL
"Bathtub,Renovated,Closet,Swimming Pool,Maid Room,Stove,Aircon,Parking,Patio / PES,Gym,BBQ,Balcony","3,500 sqft (built up)","Actfast!! Modern Inter Terrace house at Chwee Chian Road (Pasir Panjang MRT) for Rent.
- 3 Storey, Spacious 4+1 rooms (2 Master Attach Bathroom + 2 common bathroom)
- Land=1700sqft. Build=3000sqft.
- Minutes walk to Pasir Panjang MRT,
- Near City, United World College, Tanglin 
  Trust International School, Vivio City Shopping
- 10 min walk to Pasir Panjang MRT
- Easy access by West Coast Highway , buses, mrt to Marina Bay financial district
  Call Ben Lee (APC):82883501o view before others Booked",D05,All races welcome,South East,,Partially Furnished,,Flexible,Banyan Park,4 Baths,4 Beds,,S$1.43 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/chwee-chian-road-landed-vuXKD2CNsEjLVvRJk3YoMZ
"Aircon,Balcony","3,000 sqft (built up)","Best Location Spacious East Coast Road House for Rent!

In between all Major Shopping Centre in Marine Parade Central
(Parkway Parade shopping centre, Katong V, I12 Katong, Katong Shopping Centre, Roxy Square)
Near Super Market / NTUC Finest / Cold Storage 
Lots of direct Buses to choose from
Easy access to East Coast Park
Near Many Famous Eateries
Near Cinemas

Near Good School:
Near Canadian International School (Tanjong Katong)
Chatsworth International School (East)
Tan Nan School (TOP Primary School)

■ Newly Painted 
■ Dry-cleaned Full Set Curtains 
■ Professionally Cleaned 
■ Move in Condition 
■ Flexible Furnishing 

Call Vincent 9379 9993 Now to View!",D15,,,,,,Flexible,East Coast Road,3 Baths,5 Beds,,S$1.70 psf,"S$5,100/mo",https://www.99.co/singapore/rent/property/east-coast-road-landed-h5XfPBsRSs9QT44LqvRWrg
"Aircon,Balcony","3,606 sqft (built up)","Florida Park (Sunrise Walk)
Luxurious Terrace Houses @ Sunrise Way
Florida Park, the luxurious freehold terrace houses located at Sunrise Way, off Yio Chu Kang Road, is in close proximity to Yio Chu Kang MRT station/bus interchange and Ang Mo Kio MRT station, public amenities and top schools. 
International schools located nearby include Chatsworth International School (Jalan Kayu campus), Lycée Français de Singapour, Australian International School and the United World College of South East Asia (East Campus). Shopping malls like AMK Hub, Northpoint Shopping Centre, community library and country clubs/golf courses are in close proximity. 
Luxurious terrace houses of modern architectural design. A choice of extra guest room or dry/wet kitchen on ground floor. Corner terraces come with extra study-cum-family area and a water feature.
Facilities
•	Roof top garden 
•	Column-free car porch
Easy access to city via SLE/CTE
10 mins drive to Australian & French Schools via SLE/CTE

Call Vincent 9379 9993 Now to View!",D28,,,,,,Flexible,Florida Park,3 Baths,4 Beds,,S$1.39 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/sunrise-way-landed-pudqZkv7DJ5QZkgDR7mGKV
"Security,Aircon,Squash Court,Greenery View,Fridge,Swimming Pool,Dryer,Tennis Court,Oven,Parking,Mid Floor,Washer,Stove",614 sqft (built up),"Pastoral View has a total of 50 units, with condominium facilities including swimming pool, tennis_court, squash court, car park and 24-hour security.

The property is located in district 11, near Novena MRT Station, and within walking distance to shopping malls such as Shaw Plaza, Balestier Plaza and Balestier Point. Pastoral View is also close to a wide range of local amenities such as eating establishments, convenience stores, supermarkets, banks, ATMs and clinics. Reputable educational institutions such as Balestier Hill Primary School, Balestier Hill Secondary School and East Asia Institute of Management are also within close proximity.

Availability of unit not reflected in real time.",D11,All races welcome,,06,Partially Furnished,,12 months,Pastoral View,2 Baths,1 Bed,Allowed,S$4.40 psf,"S$2,700/mo",https://www.99.co/singapore/rent/property/pastoral-view-condo-sC6ZzfSEtmWHNEBRaRbahG
"Clubhouse,Stove,Sauna,Squash Court,Tennis Court,Parking,Balcony,Aircon,Greenery View,Swimming Pool,Wading Pool,Jacuzzi,Playground,High Floor,Security,BBQ","1,289 sqft (built up)","*New listing*
Kensington Park Condo
Spacious 3 bedroom for Rent
High floor bright and windy
Facing greenery with new aircon and painting
Minutes walk to Serangoon Garden Market & Food Centre 
Easy access to major expressway and minutes drive to town
Several good schools surround the area
Call me now at 9023 7711 for your exclusive viewing",D19,,,,Partially Furnished,,Flexible,Kensington Park,2 Baths,3 Beds,,S$2.09 psf,"S$2,700/mo",https://www.99.co/singapore/rent/property/kensington-park-condo-JUJ76JNZcPTjyymCqQYqfY
"Penthouse,City View,Roof Terrace,Aircon,High Ceiling,Stove,Fridge,Walk In Closet,Jacuzzi,Top Floor,High Floor,Lap Pool,Gym,Balcony","2,928 sqft (built up)","Kick back, relax and connect at the 25th floor Sky Terrace, with Orchard Road as your backdrop. Lifestyle facilities designed to inspire interaction; mix up your activities at the dining pod, massage pod and fitness pod.
The Scotts Tower offers ceiling height of up to 3.35m and private lift access for selected units.

Availability of unit not reflected in real time.
",D09,All races welcome,,31,Partially Furnished,,Flexible,The Scotts Tower,3 Baths,3 Beds,Allowed,S$5.46 psf,"S$16,000/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-RrfLg3TTVJDAni2jx3wuV
"Clubhouse,Badminton Court,Stove,Fridge,Sauna,Squash Court,Steam Room,Tennis Court,Oven,Parking,Closet,Aircon,Greenery View,Wading Pool,Swimming Pool,Utility Room,Jacuzzi,Playground,Security,Gym,BBQ",S$2.13 psf,"

3 Bedroom + Utility
Partially Furnished flexibly with white goods only
7 Bus stops to Yio Chu Kang MRT
Easy access to city via SLE/CTE
Near Greenwich V
No Agent Fee 
Feel Free to Call Sarah 90621637",D28,All races welcome,North,,Partially Furnished,,24 months,Serenity Park,"1,313 sqft (built up)",3 Beds,Allowed,,"S$2,800/mo",https://www.99.co/singapore/rent/property/serenity-park-condo-5Q8PPjTQCWfirJaNT3mhZj
"Jogging Track,Clubhouse,Function Room,Stove,Spa Pavilion,Jacuzzi,Oven,Parking,Pond,Games Room,Renovated,Swimming Pool,Greenery View,Pool Deck,Lounge,Wading Pool,Playground,Washer,Sky Terrace,BBQ,Hydrotherapy Pool,Gym,Fridge,Waterfall,Steam Room,Tennis Court,Karaoke,Pavilion,Aircon,Lap Pool,Mini Golf Range,Study Room,Fitness Corner,High Floor,Security,Retail Shops,Amphitheatre","1,001 sqft (built up)","New Listing ! Available Immediate.
Greenery Views.
Above #09 .

Project Name: The Interlace
Address: Depot Road
Site area: Approx. 869,320 sqft
Tenure: 99 years from 11th February 2009
District: 4
Configuration:
1,040 residential units
8 retail units

Contact Kenny / 96724648 for an exclusive viewing",D04,,,,Partially Furnished,,24 months,The Interlace,2 Baths,2 Beds,Not Allowed,S$3.60 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/the-interlace-condo-AAyu27cF8KQ6tN92vSBaML
"Jogging Track,Clubhouse,Basketball Court,Stove,Ground Floor,Fridge,Jacuzzi,Tennis Court,Oven,Parking,Patio / PES,Security,Balcony,Bomb Shelter,Pool View,Closet,Aircon,Wading Pool,Playground,Fitness Corner,Washer,Bathtub,Lap Pool,Gym,BBQ","1,593 sqft (built up)","For Ground Floor Lovers !
New coat of paint
Interval van shuttle service to Clementi MRT Station.
Within walking distance to Ayer Rajah Market and Food Hawker Centre ,  where there are NTUC Supermarket ,  shops, clinics  and  ATMs .
Nearby Japanese Schools .

Condo Facilities at Carabelle
Carabelle has a myriad of facilities, which includes a lap pool, recreational pool, BBQ pits, gym, fitness corner, tennis courts, basketball practice area, jogging track, Jacuzzi, clubhouse, a pavilion, function room, and a playground.

In addition, several restaurants are located nearby. Recreational facilities nearby include the West Coast Park and Pandan Reservoir Park.

Call Kenny now  @ 96724648 for an exclusive viewing .",D05,All races welcome,,01,Partially Furnished,,24 months,Carabelle,2 Baths,3 Beds,,S$2.64 psf,"S$4,200/mo",https://www.99.co/singapore/rent/property/carabelle-condo-J4jgT6ZYYL4YppUFidneRd
"Clubhouse,Stove,Fridge,Sauna,Dryer,Steam Room,Oven,Parking,Security,Balcony,Bomb Shelter,Closet,Aircon,Swimming Pool,Wading Pool,Jacuzzi,Playground,Fitness Corner,Washer,Lap Pool,Gym,BBQ",797 sqft (built up),"Vacant Now.
Walking distance to Dholby Ghaut /  Bencoolen MRT Stns ;   Plaza Singapura .
Nearby eateries and conveniene stores.

Facilities at Sophia Residences include BBQ pits, basement car park, clubhouse, function room, gym, Jacuzzi, lap pool, lounge, sauna, 24 hours security, spa pool, steam bath, swimming pool, and wading pool.

Condo Amenities near Sophia Residences

Numerous bus services are available near Sophia Residences. Established schools, such as Singapore Management University  in the vicinity.

There are several shopping centres nearby, such as Plaza Singapura and which hosts a myriad of amenities including restaurants, eating establishments, banks, cinemas, supermarkets, and boutique shops.",D09,,,,Partially Furnished,,24 months,Sophia Residence,1 Bath,2 Beds,,S$4.77 psf,"S$3,800/mo",https://www.99.co/singapore/rent/property/sophia-residence-condo-HuktNRrXkpKsAVpfVzQnuF
"Penthouse,Clubhouse,Renovated,Aircon,Gym,Sauna,Swimming Pool,Jacuzzi,Steam Room,Playground,Lap Pool,Balcony","3,200 sqft (built up)",".
** Located in the Heart of City
** Luxurious Living In Serene Environment 

PENTHOUSE for RENT

Belle Vue Residences
- Oxley Walk 
- 3 Bedrooms (all Ensuite) 
- Balcony & Roof Terrace
- Rooftop with city view
- 3,200 SQFT (1900 + 1300)
- Available now
- $12K (Neg.)

=========================
For Exclusive Viewing Appt. 
Call / SMS / Whatsapp 9788 4142

Som (PN)
Associate Group Director
CEA Reg No : R018540C
=========================

Belle Vue Residences like a Holiday Villa with full condo. facilities :
- Clubhouse, Function room, Gym, Playground, Lounge,
- Jacuzzi, Lap pool, Steam bath, Suana Swimming pool,.. etc

Nearby many Amenities :
- Malls that Line the street such as Plaza Singapura, Concorde Shopping Mall, Centrepoint Shopping Ctre... etc

---------------------------------------------------------------
Don't Miss it .... View to Appreciate.
Call /SMS/ Whatsapp 9788 4142 for Viewing
---------------------------------------------------------------

What is the current Market VALUE of your Property?

Check your own home value on SRX Property Tracker 
Sign up for FREE at the following link :

---------------------------------------
http://bit.ly/1oINQfk
---------------------------------------
.
.
",D09,,,,Fully Furnished,,Flexible,Belle Vue Residences,3 Baths,3 Beds,,S$3.75 psf,"S$12,000/mo",https://www.99.co/singapore/rent/property/belle-vue-residences-condo-U6VLQcsYF8kKYMYhRVowGH
"Dishwasher,Fibre Ready,Balcony,Roof Terrace,Closet,Maid Room,Aircon,Greenery View,Fridge,Bathtub,High Ceiling,Dryer,Oven,Washer,Patio / PES,Stove,Renovated","9,000 sqft (built up)","New Listing !! 
Your private elevated GCB enclave off Holland Rd.
 2 stry  tropical bungalow with 6+1bedrms with ensuite. Well planned  9000 sqft built in with functional layout. Lush Greenery. . Resort  liiving . All are welcome . Viewing by appts. All serious offer consider. Call today . Gary 9222 7333.",D10,All races welcome,North,,Partially Furnished,Yes,24 months,Peirce Villas,6 Baths,6 Beds,Allowed,S$2.22 psf,"S$20,000/mo",https://www.99.co/singapore/rent/property/peirce-hill-landed-eVwjsVoDtyPu2ivSWB7NQH
"Stove,Parking,Fridge,Steam Room,Tennis Court,Oven,High Floor,Security,Balcony,City View,Renovated,Closet,Swimming Pool,TV,Sofa,Bed,Viewing Deck,Aircon,Wading Pool,Spa Pool,Playground,Dining Room Furniture,Washer,Fibre Ready,Lap Pool,Gym,BBQ",550 sqft (built up),"Short walk to Orchard Road

Unblocked views of city center

Bright windy and cozy unit

Fully furnished",D09,All races welcome,,,Fully Furnished,Yes,12 months,OUE Twin Peaks,1 Bath,1 Bed,,S$6.18 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/oue-twin-peaks-condo-rnjDzocjEmrF5ZrwUbyQra
"Bomb Shelter,Aircon,Maid Room,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Washer,Bathtub,Balcony","4,200 sqft (built up)","2 Storey + Attic with Basement 
- 5 Bedrooms (Al Ensuite) 
- Luxury Finishing with Pool and Lift 
- Home Intelligent System 

3 Mins Drive to Toa Payoh MRT 
6 Mins Drive to Novena MRT 
5 mins walk to bus stop 

Nearby Mall 
- Balestier Hill Shopping Centre 
- Zhongshan Mall 
- Square 2 

Call 90252556 for Viewing Today!",D11,All races welcome,,,Partially Furnished,,24 months,Dyson Road,7 Baths,5 Beds,Allowed,S$3.81 psf,"S$16,000/mo",https://www.99.co/singapore/rent/property/dyson-road-landed-xCzHu2P8dkyz5FrNg3Yn57
