Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Bomb Shelter,Aircon,TV,Greenery View,Fridge,Bed,Walk In Closet,Dryer,Dining Room Furniture,Washer,Stove,Balcony",530 sqft (built up),"**Two8one Studio along River Valley Road

-Unique one of its kind 1 bedroom studio
-Tucked behind a conservation shophouse facade with only exclusive 7 units in total
-Full privacy with 1 unit per level
-Rectangular layout, bright, North-South facing with no afternoon sun
-Industrial modern fusion furnishings and finishing
-Concrete cement screed for the ceiling and treated raw brick wall for the living room
-281 River Valley Road
-Excellent central location. Walking distance to Somerset MRT and Fort Canning MRT
-Minutes bus ride to Shenton Way, Suntec City and CBD town
-1 bedroom studio of size approx. 530sqft
-Cosy, metropolitan concept
-Comes with balcony
-Fully furnished
-Asking $2900 negotiable

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",,All races welcome,North,,Fully Furnished,Yes,Flexible,Two8one Studio,1 Bath,1 Bed,Allowed,S$5.47 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/two8one-studio-condo-9UHwmJ6CoY7zmVyaAUWBU6
"Clubhouse,Security,Badminton Court,Aircon,Sofa,Stove,Fridge,Bed,Tennis Court,Swimming Pool,Squash Court,Playground,Oven,Parking,High Floor,Washer,Gym,BBQ,Balcony","1,250 sqft (built up)","Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D19,,,,,,Flexible,Fortune Park,3 Baths,3 Beds,,S$2.38 psf,"S$2,980/mo",https://www.99.co/singapore/rent/property/fortune-park-condo-79NCWJgNCR3ya43GNvibgR
"Clubhouse,Function Room,Stove,Fridge,Dryer,Tennis Court,Oven,Parking,Mid Floor,Security,Renovated,Aircon,TV,Sofa,Bed,Swimming Pool,Jacuzzi,Playground,Washer,Pool View,Lap Pool,Gym,BBQ",S$7.83 psf,"Brand New !!
Available 10th March 2019
Studio unit with very High Floor view near Tanjong Pagar MRT station with lots of eaties / Amenties / 24 Hrs Supermarket


Condo Amenities near Skysuites @ Anson 
Skysuites @ Anson is a 99-year leasehold condominium development located at 8 Enggor Street, Singapore 079718, in district 02. It has a total of 71 storeys and comprises of 360 exclusive units. Skysuites @ Anson is relatively close to Tanjong Pagar MRT Station. 

Condo Facilities at Skysuites @ Anson 

Facilities at Skysuites @ Anson include swimming pool, lap pool, Jacuzzi, tennis court, function room, gym, BBQ pits, playground and dining lounge. 

For daily necessities and shopping needs, residents can head down to several shopping centres located within walking distance, such as Tanjong Pagar Plaza, and Raffles City Shopping Centre.

Please call me to view at 90075735
Ong Zi Quan
CEA No: R060007I",D02,,,,,,Flexible,Skysuites @ Anson,355 sqft (built up),Studio,,,"S$2,780/mo",https://www.99.co/singapore/rent/property/skysuites-anson-condo-da4YQmoqPzStrCktugpvfW
"Penthouse,City View,Security,Aircon,Maid Room,Greenery View,Parking,Gym,Dishwasher,Fridge,Swimming Pool,Wading Pool,Playground,Top Floor,Washer,Stove,BBQ","2,056 sqft (built up)","WHY this is the unit of choice!
 - 2 Storey Penthouse
 - Bright & Airy
 - Unblock  View - Exclusive Landed Enclave
 - Near to new Bidadari New Town 
 - Mins walk to Woodleigh MRT Station
 - Close proximity to NEX shopping mall

Schools within 1km
 - Zhonghua Secondary School
 - Yangzheng Primary School
 - St. Gabriel's Secondary School
- American International School

Contact me for viewing! 

Ong Zi Quan
Propnex Realtor
Hp: 90075735
CEA No: R060007I",D13,All races welcome,,,,,Flexible,Sommerville Loft,2 Baths,3 Beds,,S$2.14 psf,"S$4,399/mo",https://www.99.co/singapore/rent/property/sommerville-loft-condo-6YJZbN528SSNKz5HrHDpF3
"Function Room,Aircon,Gym,Pool Deck,Fridge,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Mid Floor,BBQ","1,819 sqft (built up)","One block of 10-storey high-end residential development with total 76 residential apartments. Amenities: Swimming pool, kids pool, Barbecue Pit, Gymnasium, Jacuzzi, Function Room. High Double Volume Units Option.",D09,,,,,,Flexible,Lloyd Sixtyfive,2 Baths,2 Beds,,S$4.95 psf,"S$8,999/mo",https://www.99.co/singapore/rent/property/lloyd-sixtyfive-condo-3wxhDa6UhmtFbXsPenqoYh
"City View,Renovated,Aircon",S$5.21 psf,"One block of 12-storey high-end residential development with total 23 residential apartments.

Duplex unit: 2 ensuite, 2 rooms with Jack & Jill Toilet. Partial furnished with white goods only.

Sky Terrace, Swimming pool / children pool, Barbecue Pit, Gymnasium, Clubhouse toilets with steam room.",D10,,,,,,Flexible,The Oliv,"3,337 sqft (built up)",4 Beds,,,"S$17,388/mo",https://www.99.co/singapore/rent/property/the-oliv-condo-xSXwsTjJBAvthKLDeA8ybc
"Security,Fitness Corner,Aircon,Sofa,Greenery View,Fridge,Bed,Swimming Pool,Tennis Court,Badminton Court,Parking,Mid Floor,Dining Room Furniture,Washer,Gym,BBQ,Basketball Court","1,184 sqft (built up)","3+1 bedroom Fully furnished!
High floor - Bright and Breezy


Walking distance to
- Queenstown MRT (Approx 6mins)
- IKEA 
- Supermarket
- Hawker Centres

Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D03,,,,,,Flexible,Queens,3 Baths,3 Beds,,S$3.61 psf,"S$4,280/mo",https://www.99.co/singapore/rent/property/queens-condo-vwmchLjhCYrPcYb33WVMMf
"Aircon,Greenery View,Fridge,Walk In Closet,Dryer,High Floor,Washer,Stove,Balcony",711 sqft (built up),"**Aspen LinQ off at 15 Institution Hill off River Valley Road

-Near Fort Canning MRT (Blue downtown line)
-Prime District 09
-2 + 1 bedroom unit comes with balcony
-2 bedrooms and 2 bathrooms
-Size of 711sqft
-High floor unblock view
-Full of privacy in a niche development of 18 units only 
-Efficient regular layout
-Comes with balcony and walk in wardrobe
-Walk to Orchard, Somerset MRT, minutes to CBD, Shenton Way and Marina Boulevard
-Near amenities like NTUC Fairprice 24 Hours Supermarket and food outlets.

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D09,All races welcome,North South,,Partially Furnished,Yes,Flexible,Aspen Linq,2 Baths,2 Beds,Allowed,S$4.22 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/aspen-linq-condo-MJgHt6QwRvxyveQnQhm9Bb
"Aircon,Closet,Sofa,Stove,Fridge,Bed,Mid Floor,Washer",732 sqft (built up),"Approx 4 mins walk to Bukit Batok Mrt

2 bedrooms unit
Furnished with aircon
Asking $1700
Available 1st March 2019

Call / SMS Alan @ 81111552",D23,All races welcome,,06,Fully Furnished,,12 months,206 Bukit Batok Street 21,2 Baths,2 Beds,,S$2.32 psf,"S$1,700/mo",https://www.99.co/singapore/rent/property/206-bukit-batok-street-21-hdb-dcqs7dVPK6YMuALdmBCNw8
"Clubhouse,Dishwasher,Aircon,Sofa,Greenery View,Gym,Fridge,Bed,Tennis Court,Swimming Pool,Jacuzzi,Playground,High Floor,Washer,Stove,BBQ,Balcony","1,012 sqft (built up)","Full Panoramic Golf Course view in all rooms!

Ideal for family or individuals who love quiet and the scenic views this luxury apartment has to offer. 

Please call me to view at 90075735
Ong Zi Quan
CEA No: R060007I",D04,,,,Fully Furnished,,Flexible,Reflections At Keppel Bay,2 Baths,2 Beds,,S$4.43 psf,"S$4,480/mo",https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-GptJzWu7Zb7spRK8vt2cLA
"City View,Renovated,Aircon,Parking,Stove,Ground Floor,Fridge","1,450 sqft (built up)","**One of its kind Conservation Shophouse Style Huge 1 bedroom 2.5 storey apartment

-283 Studio Main Road Frontage at 283 River Valley Road
-Walk to Somerset MRT and Fort Canning MRT
-Charming with character 2 1/2 storey conservation unit
-Size of approximate 1450sqft
-Modern look with ID fittings. Comes with one store room
-Extended mezzanine Attic as bedroom or study room
-Attached bathroom
-Fitted with spilt unit air-conditioners individually controlled
-High ceiling and bright unit with skylight
-Outside CBD, accessible via expressways
-Conservation frontage 
-Out of the box concept with full privacy 
-Ground floor with main road frontage
-Comes with carpark lots and ""private"" patio yard space
-Suitable for conservation house lovers looking to stay in a piece of Singapore historical areas which includes Emerald Hill Road, Cairnhill Road , Blair Road, Spottiswoode Park Road, Everton Road Conservation Areas

**Don't miss this master piece. View to believe. Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D09,All races welcome,North,,Partially Furnished,Yes,Flexible,283 Studio,1 Bath,1 Bed,Allowed,S$3.45 psf,"S$5,000/mo",https://www.99.co/singapore/rent/property/283-studio-condo-EQzLQaS3SuYKh4NoRAgkxW
"Renovated,Closet,TV,Sofa,Stove,Fridge,Bed,Aircon,High Floor,Washer","1,313 sqft (built up)","Nearest Mrt at Pioneer 
Near to NTU

4 bedrooms unit 
Fully Furnished with aircon
Asking $2100
Available 1st March 2019

Call / SMS Alan @ 81111552",D22,All races welcome,,11,Fully Furnished,,12 months,811 Jurong West Street 81,2 Baths,4 Beds,Not Allowed,S$1.60 psf,"S$2,100/mo",https://www.99.co/singapore/rent/property/811-jurong-west-street-81-hdb-jFuXN6LKHBZoSqvncFYvQJ
"Clubhouse,Function Room,Stove,Fridge,Dryer,Tennis Court,Oven,Parking,Pond,Security,Sky Terrace,Karaoke,Closet,Aircon,TV,Sofa,Greenery View,Bed,Spa Pool,Swimming Pool,Wading Pool,Jacuzzi,Playground,Fitness Corner,High Floor,Washer,Lap Pool,Gym,BBQ",721 sqft (built up),"Beside Redhill Mrt

2 bedrooms unit 
Fully Furnished 
Renovated 
Asking $3800
Immediate 

Call / SMS Alan @ 81111552
",D03,All races welcome,,23,Fully Furnished,,24 months,The Metropolitan Condominium,1 Bath,2 Beds,Not Allowed,S$5.27 psf,"S$3,800/mo",https://www.99.co/singapore/rent/property/the-metropolitan-condominium-condo-iGMjoYYAtejidmC9mJyg2V
"Clubhouse,Aircon,Maid Room,Gym,Tennis Court,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Balcony","2,750 sqft (built up)","Walk up apartment which is situated at low floor. This is a 2 stories apartment with very own attached bathroom on the higher floor. Each room has a balcony on its own which is perfect for family. 

Partially Furnish with immediate occupation. 

Call me for a viewing at 90075735.",D10,,,,Partially Furnished,,Flexible,The Balmoral,5 Baths,4 Beds,,S$2.36 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/the-balmoral-condo-wVMfg7dzNoy8RRHXRurwa4
"Multi-purpose Hall,Games Room,Water Feature,Stove,Fridge,Spa Pavilion,Waterfall,Tennis Court,Oven,Undrewater Fitness Station,Pond,Retail Shops,Sky Terrace,Balcony,Fun Pool,Jet Pool,Yoga Corner,Aircon,Pool Deck,Viewing Deck,Mini Golf Range,Wading Pool,Playground,Fitness Corner,Washer,Fibre Ready,Lap Pool,Gym,BBQ",678 sqft (built up),"NEW LISTING! -- BE THE FIRST TENANT TO STAY IN BRAND NEW 2 Bedder with River View!
DON'T MISS THIS!!!

✔️ Bright & Windy Unit with Excellent View!
✔️Brand New Furnitures 
✔️ Both Bedrooms can fit in Queen Size Bed
✔️Comprehensive condo facilities
✔️ Short Walk to eateries/NTUC Fairprice
✔️Close to Hougang MRT, Hougang Bus Interchange, Hougang Mall, NEX, Heartland Mall
✔️ Free shuttle bus to Hougang MRT

All are Welcome!

*** Interested, please sms/Whatsapp/call RJ @ 9270 6555",D19,All races welcome,,,Fully Furnished,,Flexible,Kingsford Waterbay,2 Baths,2 Beds,,S$3.17 psf,"S$2,150/mo",https://www.99.co/singapore/rent/property/kingsford-waterbay-condo-wcVRH6xY3KXPGQSnxQmAY9
"Clubhouse,Function Room,Stove,Fridge,Jacuzzi,Tennis Court,Oven,Parking,Pond,Security,Sky Terrace,Aircon,TV,Sofa,Bed,Karaoke,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,High Floor,Washer,Lap Pool,Gym,BBQ",775 sqft (built up),"Approx 1 min to Redhill Mrt

2 bedders unit for Rent
Fully Furnished 
Asking $3400 negotiable 
Available 1st December 2018

Call / SMS Alan @ 81111552
",D03,All races welcome,,08,Fully Furnished,,12 months,The Metropolitan Condominium,1 Bath,2 Beds,Not Allowed,S$4.39 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/the-metropolitan-condominium-condo-Ktwfg98DGQiTfsHejNnHKB
"Water Feature,Stove,City View,Fridge,Jacuzzi,Oven,Parking,Pond,Security,Balcony,Infinity Pool,Bomb Shelter,Renovated,Aircon,TV,Sofa,Pool Deck,Bed,High Floor,Washer,Bathtub,Gym,BBQ","1,054 sqft (built up)","Call me @90075735 for viewing 

One Oxley Rise is a freehold apartment development located at 1 Oxley Rise, Singapore 238717, in District 09, minutes walk to Somerset MRT Station. Completed in 2008, it comprises 89 units. One Oxley Rise is close to the Fort Canning Park. It is also within walking distance to the Orchard Road shopping and entertainment district. 

Condo Facilities at One Oxley Rise 

Facilities at One Oxley Rise include 24 hours security, swimming pool, Jacuzzi, BBQ pits, and gym. 

Condo Amenities near One Oxley Rise 

Numerous feeder bus services are available near One Oxley Rise. It is also near established local and international schools, such as the Singapore Management University, Overseas Family School, and Chatsworth International School. 

One Oxley Rise’s proximity to Orchard Road means residents are close to several one-stop shopping destinations, such as Ion Orchard, Takashimaya, Plaza Singapura, and Wisma Atria. In addition, it is close to prestigious clubs, such as Fairway Country Club and Fort Canning Country Club. 

For vehicle owners, driving to the business hub from One Oxley Rise takes just above 5 minutes, via River Valley Road.

Call me at +65 90075735 for viewing
Ong Zi Quan
CEA No: R060007I",D09,,,,Fully Furnished,,Flexible,One Oxley Rise,2 Baths,2 Beds,,S$4.25 psf,"S$4,480/mo",https://www.99.co/singapore/rent/property/one-oxley-rise-condo-JdSoKjuhntMn6KaBTjvSuA
"Aircon,Closet,TV,Sofa,Fridge,Bed,Oven,High Floor,Washer","1,001 sqft (built up)","Nearest Mrt @ Jurong East

3 bedrooms unit
Furnished with aircon
Asking $1900
Available 15th November 2018

Call / SMS Alan @ 81111552",D22,All races welcome,,12,Fully Furnished,,12 months,43 Teban Gardens Road,2 Baths,3 Beds,Not Allowed,S$1.90 psf,"S$1,900/mo",https://www.99.co/singapore/rent/property/43-teban-gardens-road-hdb-KECGUhjwaxNndtxVrreeUR
"Clubhouse,Security,Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Swimming Pool,Tennis Court,Playground,Oven,Parking,Washer,Gym,BBQ,Balcony","1,206 sqft (built up)","**SPACIOUS 3 Bedder for Rent! Excellent Location! Less than 3 minutes Walk to Aljunied MRT station! Don't Miss This!**
- Bright & Windy
- Move In Condition
- Full Condo Facilities: Swimming Pool, Sauna Room, Gym, Tennis Court, BBQ Pit, Function Room, etc
- Suitable for big family
* Supermarket, Mini Mart, clinics, eateries are located within.
*  Kong Hwa School Within 1 KM
* Excellent Location with Nicoll Highway, the Pan-Island Expressway (PIE), East Coast Parkway (ECP), and Kallang-Paya Lebar Expressway (KPE) just round the corner

***Interested, please sms/Whatsapp/call RJ @ 9270 6555 for viewing",D14,All races welcome,,,Fully Furnished,,Flexible,Central Grove,3 Baths,3 Beds,,S$3.32 psf,"S$3,999/mo",https://www.99.co/singapore/rent/property/central-grove-condo-BiS7fR5W9DLBr5qyfebc6M
"Closet,Aircon,TV,Sofa,Stove,Fridge,Mid Floor,Washer",635 sqft (built up),"Approx 4 mins walk to Chinatown Mrt or 6 mins walk to Outram Mrt

2 bedrooms unit
Furnished with aircon
Asking $2200
Available 1st March 2019

Call / SMS Alan @ 81111552",D01,All races welcome,,05,Fully Furnished,,12 months,4 Sago Lane,2 Baths,2 Beds,Not Allowed,S$3.46 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/4-sago-lane-hdb-TvDbtXRkR6U9qjAEVZrxVE
"City View,Renovated,Closet,Maid Room,Greenery View,Dishwasher,Fridge,Aircon,Dryer,Oven,High Floor,Washer,Bathtub,Stove,Balcony","1,614 sqft (built up)","**Riverwalk Apartment comes with full condo facilities

-High floor renovated unit 
-Ceiling fans in all bedrooms
-Unblock Fort Canning and Clarke Quay view
-Good size spacious 3+1 bedroom apartment of size 1,615sqft. Separate storeroom or helper's room with own helper's bathroom. 
-Comes with balcony
-No afternoon sun
-Partial furnished
-Asking rental $5,900 negotiable

-Swimming pool with City and Marina Bay view
-In the middle of the city hub with balance of working lifestyle and relax chilled out lifestyle
-Strategically located with walking distance to following transportation

*Clarke Quay MRT in 1 minute
*Raffles Place MRT in 5 minutes
*City Hall MRT in 5 minutes

and resturants and pubs in heritage area

*Boat Quay, Robertson Quay and Clarke Quay in 5 minutes
*Club Street and Chinatown in 10 minutes
*Duxton Hill in 15 minutes

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D01,All races welcome,North South,,Partially Furnished,Yes,Flexible,The Riverwalk,2 Baths,3 Beds,Allowed,S$3.66 psf,"S$5,900/mo",https://www.99.co/singapore/rent/property/the-riverwalk-condo-28CSGHyjVSRwHfehXsrwPB
"Clubhouse,City View,Security,Aircon,Closet,Swimming Pool,High Ceiling,Stove,Dishwasher,Fridge,Walk In Closet,Maid Room,Dryer,Oven,Parking,High Floor,Washer,Bathtub,Gym","3,165 sqft (built up)","**Heritage Apartments

-Prestige location at 4 Ardmore Park
-Spacious 4+1 bedrooms of size 3,165sqft
-Big living and dining area good especially for settings of big furniture placement.
-North-South orientation with no afternoon sun
-Exclusive single unit per level with full privacy 
-Immaculate condition
-Refurbished luxurious lobby
-Partial furnished
-Centrally located within Orchard and walking distance to Orchard malls and Orchard MRT station, Cold Storage Supermarket
-Walking distance to American Club and Tanglin Club
-Good size kitchen equipped with dishwasher, microwave oven, oven, fridge, electric and gas hob
-Comes with 2 store room which one can be for helper's room and the other as store room
-Condo facilities include swimming pool, gym, function room and basement carparks
-Available immediate
-ATTRACTIVE RENTAL at $11k negotiable

*Suitable for families looking for Nassim, Claymore, Draycott, Ardmore prestige location

**Interested parties, kindly contact S M Chia @ 90686500 for viewing now!!!",D10,All races welcome,North South,,Partially Furnished,Yes,24 months,Heritage Apartments,4 Baths,4 Beds,Allowed,S$3.48 psf,"S$11,000/mo",https://www.99.co/singapore/rent/property/heritage-apartments-condo-UAozSeQMe4UM3JvzTRSvUg
